Key,English,NOTES,German,Russian
GAMEPLAY_WolfCarcass,Carcasse de Loup,,,
GAMEPLAY_WolfMeatCooked,Viande de Loup (Cuite),,,
GAMEPLAY_WolfMeatCookedDescription,Chair d'un loup cuite.,,,
GAMEPLAY_WolfMeatCookedTooltip,,,
GAMEPLAY_WolfMeatRaw,Viande de loup (Cru),,,
GAMEPLAY_WolfMeatRawDescription,Chair de loup. A cuire pour être manger en toute sécurité.,,,
GAMEPLAY_WolfMeatRawTooltip,,,
GAMEPLAY_WolfPelt,Peau de Loup,,Wolfspelz,Волчья шкура
GAMEPLAY_WolfPeltDescription,"La fourrure d'un loup. Chaude et classe à regarder.",,Der Pelz eines Wolfs. Warm und todschick.,"Волчий мех. Теплый, да и выглядит прекрасно."
GAMEPLAY_WolfSkinCape,Manteau en Loup,,Wolfspelzmantel,Волчья шуба
GAMEPLAY_WolfSkinCapeDescription,"Fabriqués à la main. Chaud, résistant comme un loup -- et tout le monde le dit -- on ne plaisante pas avec ça.",,"Handgearbeitete Außenschicht. Ist warm, robust und verrät Wölfen (und jedem, der es sonst in Frage stellt), dass man dich nicht unterschätzen sollte.","Верхняя одежда ручной работы. Теплая, прочная, к тому же отгоняет волков и сомнительных личностей."
GAMEPLAY_WoodMatches,Allumettes en Bois,,,
GAMEPLAY_WoodMatchesDescription,Allumettes en Bois Craque-partout.,,,
GAMEPLAY_WoodMatchesTooltip,Consommable allume-feu,,,
GAMEPLAY_WoodStove,Poêle à bois,,,
GAMEPLAY_WoolLongUnderwear,Sous-vêtements longs en Laine,,,
GAMEPLAY_WoolLongUnderwearDescription,Pour garder votre corps au chaud.,,,
GAMEPLAY_WoolLongUnderwearTooltip,Vêtements,,,
GAMEPLAY_WoolSocks,Chaussettes en laine,,,
GAMEPLAY_WoolSocksDescription,Chaussettes de laine. Robuste et chaude.,,,
GAMEPLAY_WoolSocksTooltip,Vêtements,,,
GAMEPLAY_WorkBench,Établi,,,
GAMEPLAY_WorkBoots,Chaussure de Sécurité,,,
GAMEPLAY_WorkBootsDescription,Bottes de travail. À embout d'acier. Le genre que vous pouvez trouver sur un chantier de construction.,,,
GAMEPLAY_WorkBootsTooltip,Vêtements,,,
GAMEPLAY_WornOut,{item-name} détruit.,,,
GAMEPLAY_Woundbecameinfected,La blessure s'est infecté.,,,
GAMEPLAY_WoundBecameInfected,Votre blessure s'est infecté,,,
GAMEPLAY_WoundHealedClean,Votre plaie s'est cicatrisée proprement,,,
GAMEPLAY_xTimeScale,x Échelle de Temps,,,
GAMEPLAY_Yield,Résultat,,,
GAMEPLAY_You are too full to eat,Vous êtes déjà rassasié,,,
GAMEPLAY_Youarenotthirsty,Vous n'avez pas soif,,,
GAMEPLAY_Youaretoofulltoeat,Vous êtes déjà rassasié,,,
GAMEPLAY_YouForaged,Vous avez trouvé,,,
GAMEPLAY_Youhavenoafflictions,Vous n'avez pas d'affections,,,
GAMEPLAY_Youhavesurvived,Vous avez survécu,,,
GAMEPLAY_Youhavesurvivedfor,Vous avez survécu pendant:,,,
GAMEPLAY_Yoursleephasbeeninterrupted!,Votre sommeil a été interrompu !,,,
GAMEPLAY_Yousurvivedfor,Vous avez survécu pendant,,,
GAMEPLAY_ZeroHourMinute,0h 0m,,,
GAMEPLAY_ZeroTime,0m,,,
SCENENAME_Cabin,Cabane,,,
SCENENAME_CampOffice,Bureau de la Réserve,,,
SCENENAME_CarterHydroDam,Barrage Hydroélectrique Carter,,,
SCENENAME_CoastalHighway,Route Côtière,,,
SCENENAME_MysteryLake,Lac Mystérieux,,,
SCENENAME_PrepperCache,Cache Prepper,,,
SCENENAME_QuonsetGasStation,Station d'essence Quonset,,,
SCENENAME_Ravine,Ravin,,,
SCENENAME_TheOutdoors,Plein Air,,,
SCENENAME_Trailer,Préfabriqué,,,
SCENENAME_TrappersHomestead,Refuge du Trappeur,,,
SUBTITLE_AnkleSprain1,Merde... Ma cheville.,,,
SUBTITLE_AnkleSprain2,Oooh... Ça fait mal.,,,
SUBTITLE_AnkleSprain3,Ça va ralentir les choses...,,,
SUBTITLE_Atk1,[Grognement],,,
SUBTITLE_Atk2,[Grognement],,,
SUBTITLE_Atk3,[Grognement],,,
SUBTITLE_Atk4,[Grognement],,,
SUBTITLE_Atk5,[Grognement],,,
SUBTITLE_Bleeding1,Je dois arrêter cette perte de sang.,,,
SUBTITLE_Bleeding2,Je dois arrêter cette hémorragie.,,,
SUBTITLE_Bleeding3,J'ai besoin d'une trousse de soin.,,,
SUBTITLE_BleedingSerious1,Je me sens... Faible.,,,
SUBTITLE_BleedingSerious2,Je vais me vider de mon sang.,,,
SUBTITLE_BreathHighIntensity1,[Respiration bruyante],,,
SUBTITLE_BreathHighIntensity10,[Respiration bruyante],,,
SUBTITLE_BreathHighIntensity2,[Respiration bruyante],,,
SUBTITLE_BreathHighIntensity3,[Respiration bruyante],,,
SUBTITLE_BreathHighIntensity4,[Respiration bruyante],,,
SUBTITLE_BreathHighIntensity5,[Respiration bruyante],,,
SUBTITLE_BreathHighIntensity6,[Respiration bruyante],,,
SUBTITLE_BreathHighIntensity7,[Respiration bruyante],,,
SUBTITLE_BreathHighIntensity8,[Respiration bruyante],,,
SUBTITLE_BreathHighIntensity9,[Respiration bruyante],,,
SUBTITLE_BreathLowIntensity1,[Respiration calme],,,
SUBTITLE_BreathLowIntensity10,[Respiration calme],,,
SUBTITLE_BreathLowIntensity2,[Respiration calme],,,
SUBTITLE_BreathLowIntensity3,[Respiration calme],,,
SUBTITLE_BreathLowIntensity4,[Respiration calme],,,
SUBTITLE_BreathLowIntensity5,[Respiration calme],,,
SUBTITLE_BreathLowIntensity6,[Respiration calme],,,
SUBTITLE_BreathLowIntensity7,[Respiration calme],,,
SUBTITLE_BreathLowIntensity8,[Respiration calme],,,
SUBTITLE_BreathLowIntensity9,[Respiration calme],,,
SUBTITLE_BreathMediumIntensity1,[Respiration modérée],,,
SUBTITLE_BreathMediumIntensity10,[Respiration modérée],,,
SUBTITLE_BreathMediumIntensity2,[Respiration modérée],,,
SUBTITLE_BreathMediumIntensity3,[Respiration modérée],,,
SUBTITLE_BreathMediumIntensity4,[Respiration modérée],,,
SUBTITLE_BreathMediumIntensity5,[Respiration modérée],,,
SUBTITLE_BreathMediumIntensity6,[Respiration modérée],,,
SUBTITLE_BreathMediumIntensity7,[Respiration modérée],,,
SUBTITLE_BreathMediumIntensity8,[Respiration modérée],,,
SUBTITLE_BreathMediumIntensity9,[Respiration modérée],,,
SUBTITLE_BurnReaction1,Oh...chaud chaud chaud.,,,
SUBTITLE_BurnReaction2,Merde, ça brûle.,,,
SUBTITLE_BurnReaction3,Putain de merde... C'est brulant.,,,
SUBTITLE_BurnReaction4,Oh fait chier... Ça brûle...,,,
SUBTITLE_BurnReaction5,Grimper dans un feu... Pas une bonne idée ça.,,,
SUBTITLE_Burns1,Ça fait trop mal...,,,
SUBTITLE_Burns2,C'est comme si ça brulait encore...,,,
SUBTITLE_Burns3,Arggh cette douleur.,,,
SUBTITLE_CatchBreath1,[Halètement],,,
SUBTITLE_CatchBreath2,[Halètement],,,
SUBTITLE_CatchBreath3,[Halètement],,,
SUBTITLE_CatchBreath4,[Halètement],,,
SUBTITLE_CombatAnimalGrappling1,Dégages fils de...,,,
SUBTITLE_CombatAnimalGrappling2,Tu vas crever !!!!!,,,
SUBTITLE_CombatAnimalGrappling3,Je vais te tuer et te manger saloperie !!,,,
SUBTITLE_CombatAnimalGrappling4,Vire de là !!!,,,
SUBTITLE_CombatAnimalGrappling5,Ça va pas être facile pour toi !!,,,
SUBTITLE_CombatAnimalGrappling6,Tu vas devoir faire mieux que ça !!,,,
SUBTITLE_CombatAnimalGrappling7,[Grognements],,,
SUBTITLE_CombatAnimalGrappling8,[Grognements],,,
SUBTITLE_ConditionDehydrated1,Ma langue est râpeuse.,,,
SUBTITLE_ConditionDehydrated2,Je dois trouver un truc à boire.,,,
SUBTITLE_ConditionDehydrated3,J'ai tellement soif que j'arrive plus à penser.,,,
SUBTITLE_ConditionDehydrated4,"Je besoin d'un truc à boire et vite.",,
SUBTITLE_ConditionDehydrated5,Je vais mourir si je bois pas quelque chose rapidement.,,,
SUBTITLE_ConditionDehydrated6,J'ai la bouche sèche.,,,
SUBTITLE_ConditionDehydrated7,J'ai besoin d'eau.,,,
SUBTITLE_ConditionDehydrated8,Besoin d'un verre.,,,
SUBTITLE_ConditionDehydrated9,Besoin d'eau.,,,
SUBTITLE_ConditionEncumberanceHigh1,Trop de choses à transporter.,,,
SUBTITLE_ConditionEncumberanceHigh2,Je ne peux rien porter de plus.,,,
SUBTITLE_ConditionEncumberanceHigh3,Je vais devoir laisser des trucs derrière moi.,,,
SUBTITLE_ConditionEncumberanceHigh4,Peux plus bouger.,,,
SUBTITLE_ConditionEncumberanceHigh5,Trop chargé. Peux plus bouger.,,,
SUBTITLE_ConditionEncumberanceLow1,Ce sac commence à devenir bien lourd.,,,
SUBTITLE_ConditionEncumberanceLow2,Je suis pas sûr de pouvoir porter plus de choses.,,,
SUBTITLE_ConditionEncumberanceLow3,J'aimerais bien laisser deux-trois trucs...,,,
SUBTITLE_ConditionEncumberanceLow4,Trop lourd,,,
SUBTITLE_ConditionEncumberanceLow5,Trop de choses à transporter.,,,
SUBTITLE_ConditionEncumberanceLow6,Je devrais me séparer de quelques trucs.,,,
SUBTITLE_ConditionEncumberanceLow7,J'ai besoin de lâcher des trucs.,,,
SUBTITLE_ConditionEncumberanceLow8,Je vais devoir abandonner quelque chose. ,,,
SUBTITLE_ConditionEncumberanceLow9,Quelque chose doit partir.,,,
SUBTITLE_ConditionEncumberanceMedium1,Je ne vais pas être en mesure de porter ce fardeau beaucoup plus longtemps.,,,
SUBTITLE_ConditionEncumberanceMedium2,Ce sac devient trop lourd à porter.,,,
SUBTITLE_ConditionEncumberanceMedium3,Je peux à peine marcher avec tout ce fatras.,,,
SUBTITLE_ConditionEncumberanceMedium4,Tout ce fatras me ralentit.,,,
SUBTITLE_ConditionEncumberanceMedium5,Ce bardas commence à me ralentir.,,,
SUBTITLE_ConditionEncumberanceMedium6,Ça commence à peser.,,,
SUBTITLE_ConditionEncumberanceMedium7,On sent beaucoup de matériel.,,,
SUBTITLE_ConditionFair1,Je ne me sens pas bien.,,,
SUBTITLE_ConditionFair2,Je ne suis pas sûr que je vais faire.,,,
SUBTITLE_ConditionFair3,Je ne suis pas prêt à mourir.,,,
SUBTITLE_ConditionFair4,Je n'ai plus de ressources en moi.,,,
SUBTITLE_ConditionFair5,(Needs new line recorded),,,
SUBTITLE_ConditionFatigue1,Si je me repose pas bientôt je vais m'évanouir.,,,
SUBTITLE_ConditionFatigue2,Je crois que j'ai besoin de m'allonger.,,,
SUBTITLE_ConditionFatigue3,J'ai besoin de trouver un endroit pour me reposer.,,,
SUBTITLE_ConditionFatigue4,Je vais avoir besoin de me reposer bientôt.,,,
SUBTITLE_ConditionFatigue5,J'ai juste besoin de fermer les yeux.,,,
SUBTITLE_ConditionFatigueHigh1,Je suis tellement fatigué que je pourrais tout simplement dormir ici.,,,
SUBTITLE_ConditionFatigueHigh2,Je pourrais allonger et dormir un peu ici.,,,
SUBTITLE_ConditionFatigueHigh3,Je dormirai bien ici si je pensais que je me réveillerais.,,,
SUBTITLE_ConditionFatigueHigh4,Je suis si fatigué.,,,
SUBTITLE_ConditionFatigueHigh5,Je suis trop fatigué pour penser correctement. ,,,
SUBTITLE_ConditionFreezing1,Merde... Je suis gelé.,,,
SUBTITLE_ConditionFreezing2,Une seconde... J'ai tellement froid, faut que je me réchauffe.,,,
SUBTITLE_ConditionFreezing3,Fait... Froid.,,,
SUBTITLE_ConditionFreezing4,J'ai trop froid pour réfléchir.,,,
SUBTITLE_ConditionFreezing5,Je vais mourir si je me réchauffe pas rapidement.,,,
SUBTITLE_ConditionFreezing6,J'ai tellement froid... Je veux juste dormir un peu...,,,
SUBTITLE_ConditionFreezing7,Putain de froid.,,,
SUBTITLE_ConditionFreezing8,Je n'est jamais eu aussi froid de ma vie,,,
SUBTITLE_ConditionPoor1,Les choses commencent à tourner au vinaigre.,,,
SUBTITLE_ConditionPoor2,Je pense que ça pourrait être la fin.,,,
SUBTITLE_ConditionPoor3,Je vais mourir ici.,,,
SUBTITLE_ConditionPoor4,Je m'en sortirai pas cette fois...,,,
SUBTITLE_ConditionPoor5,En fin de compte... Tout ça n'a pas vraiment d'importance ?,,,
SUBTITLE_ConditionStarving1,Où je peux trouver un truc à manger ?,,,
SUBTITLE_ConditionStarving10,J'ai besoin de manger quelque chose.,,,
SUBTITLE_ConditionStarving11,Je dois manger.,,,
SUBTITLE_ConditionStarving2,Je vais mourir si j'ai pas de nourriture rapidement.,,,
SUBTITLE_ConditionStarving3,J'ai tellement faim.,,,
SUBTITLE_ConditionStarving4,Ça se mange les arbres ?,,,
SUBTITLE_ConditionStarving5,Mon estomac donne l'impression d'une fosse vide...,,,
SUBTITLE_ConditionStarving6,J'aurai jamais cru pouvoir mourir de faim.,,,
SUBTITLE_ConditionStarving7,Je pense que mon estomac s'auto-digère.,,,
SUBTITLE_ConditionStarving8,"Putain, je suis affamé.",,,
SUBTITLE_ConditionStarving9,Je commence à faiblir.,,,
SUBTITLE_ConditionVeryCold1,Mes doigts s'engourdissent.,,,
SUBTITLE_ConditionVeryCold2,Le froid me donne mal à la tête...,,,
SUBTITLE_ConditionVeryCold3,J'ai besoin de trouver un endroit pour échapper à ce froid.,,,
SUBTITLE_ConditionVeryCold4,Je sens plus mes pieds.,,,
SUBTITLE_ConditionVeryCold5,Je sens plus mes mains.,,,
SUBTITLE_ConditionVeryHungry1,Je pourrais manger n'importe quoi.,,,
SUBTITLE_ConditionVeryHungry2,Je n'ai jamais eu aussi faim de ma vie.,,,
SUBTITLE_ConditionVeryHungry3,Je n'arrive à penser à rien d'autre que de nourriture.,,,
SUBTITLE_ConditionVeryHungry4,Je dois trouver de la nourriture,,,
SUBTITLE_ConditionVeryHungry5,Je vais devoir manger rapidement.,,,
SUBTITLE_ConditionVeryHungry6,Je pourrais manger n'importe quoi.,,,
SUBTITLE_ConditionVeryHungry7,Je pourrais manger un cheval.,,,
SUBTITLE_ConditionVeryHungry8,Faut que je mange maintenant peu importe ce que c'est.,,,
SUBTITLE_ConditionVeryThirsty1,Je pourrais boire n'importe quoi.,,,
SUBTITLE_ConditionVeryThirsty2,"Entouré par la neige et rien à boire...",,,
SUBTITLE_ConditionVeryThirsty3,Je mangerai de la neige si l'hypothermie n'était pas au bout.,,,
SUBTITLE_ConditionVeryThirsty4,Ce mec qui buvait son urine à la TV me semble pas si taré maintenant...,,,
SUBTITLE_ConditionVeryThirsty5,Je ferais ne importe quoi pour boire un verre.,,,
SUBTITLE_ConditionVeryThirsty6,J'aurais bien besoin d'un verre.,,,
SUBTITLE_ConditionVeryThirsty7,Je commence à avoir soif.,,,
SUBTITLE_ConditionVeryThirsty8,Je ferais mieux de trouver de l'eau.,,,
SUBTITLE_DeathScream1,[Cri],,,
SUBTITLE_DeathScream2,[Cri],,,
SUBTITLE_Die1,[Gémissement],,,
SUBTITLE_Die2,[Gémissement],,,
SUBTITLE_Die3,[Gémissement],,,
SUBTITLE_Die4,[Gémissement],,,
SUBTITLE_Dysentery1,C'est la manière la plus merdique de mourir...,,,
SUBTITLE_Dysentery2,Oh... Tout ça... pour mourir de ça...,,,
SUBTITLE_Dysentery3,Oh... J'ai l'estomac qui brûle...,,,
SUBTITLE_ExertionHigh1,[Gros Grognement d'Effort],,,
SUBTITLE_ExertionHigh2,[Gros Grognement d'Effort],,,
SUBTITLE_ExertionHigh3,[Gros Grognement d'Effort],,,
SUBTITLE_ExertionLow1,[Léger Grognement d'Effort],,,
SUBTITLE_ExertionLow2,[Léger Grognement d'Effort],,,
SUBTITLE_ExertionLow3,[Léger Grognement d'Effort],,,
SUBTITLE_ExertionMedium1,[Grognement d'Effort Modéré],,,
SUBTITLE_ExertionMedium2,[Grognement d'Effort Modéré],,,
SUBTITLE_ExertionMedium3,[Grognement d'Effort Modéré],,,
SUBTITLE_FailFire1,Allez petit feu...,,,
SUBTITLE_FailFire2,Me fait pas ça.,,,
SUBTITLE_FailFire3,Sérieusement ?,,,
SUBTITLE_FailGeneral1,Bon sang.,,,
SUBTITLE_FailGeneral2,Ça n'a pas marché.,,,
SUBTITLE_FailGeneral3,Pourquoi ça n'a pas marché ?,,,
SUBTITLE_FailGeneral4,Allez... Allez...,,,
SUBTITLE_FailGeneral5,Oh voyons...,,,
SUBTITLE_FemaleAnkleSprain1,Merde... Ma cheville.,,,
SUBTITLE_FemaleAnkleSprain2,Oooh... Ça fait mal.,,,
SUBTITLE_FemaleAnkleSprain3,Ça va ralentir les choses...,,,
SUBTITLE_FemaleAtk1,[Grognement Menaçant],,,
SUBTITLE_FemaleAtk2,[Grognement Menaçant],,,
SUBTITLE_FemaleAtk3,[Grognement Menaçant],,,
SUBTITLE_FemaleAtk4,[Grognement Menaçant],,,
SUBTITLE_FemaleAtk5,[Grognement Menaçant],,,
SUBTITLE_FemaleBleeding1,Je dois arrêter cette perte de sang.,,,
SUBTITLE_FemaleBleeding2,J'ai besoin d'une trousse de soin.,,,
SUBTITLE_FemaleBleeding3,Je vais avoir besoin d'aide.,,,
SUBTITLE_FemaleBleeding4,Il va falloir que le saignement s'arrête.,,,
SUBTITLE_FemaleBleeding5,Je dois arrêter l'hémorragie avant que ça s'aggrave.,,,
SUBTITLE_FemaleBleedingSerious1,Je vais me vider de mon sang.,,,
SUBTITLE_FemaleBleedingSerious2,Je me sens... Faible.,,,
SUBTITLE_FemaleBleedingSerious3,Ouais... C'est ouvert.,,,
SUBTITLE_FemaleBleedingSerious4,Merde... Je saigne partout.,,,
SUBTITLE_FemaleBleedingSerious5,Oh non... du sang. Partout, il y a mon sang.,,,
SUBTITLE_FemaleBreathHighIntensity1,[Respiration bruyante],,,
SUBTITLE_FemaleBreathHighIntensity10,[Respiration bruyante],,,
SUBTITLE_FemaleBreathHighIntensity2,[Respiration bruyante],,,
SUBTITLE_FemaleBreathHighIntensity3,[Respiration bruyante],,,
SUBTITLE_FemaleBreathHighIntensity4,[Respiration bruyante],,,
SUBTITLE_FemaleBreathHighIntensity5,[Respiration bruyante],,,
SUBTITLE_FemaleBreathHighIntensity6,[Respiration bruyante],,,
SUBTITLE_FemaleBreathHighIntensity7,[Respiration bruyante],,,
SUBTITLE_FemaleBreathHighIntensity8,[Respiration bruyante],,,
SUBTITLE_FemaleBreathHighIntensity9,[Respiration bruyante],,,
SUBTITLE_FemaleBreathLowIntensity1,[Respiration calme],,,
SUBTITLE_FemaleBreathLowIntensity2,[Respiration calme],,,
SUBTITLE_FemaleBreathLowIntensity3,[Respiration calme],,,
SUBTITLE_FemaleBreathLowIntensity4,[Respiration calme],,,
SUBTITLE_FemaleBreathLowIntensity5,[Respiration calme],,,
SUBTITLE_FemaleBreathLowIntensity6,[Respiration calme],,,
SUBTITLE_FemaleBreathLowIntensity7,[Respiration calme],,,
SUBTITLE_FemaleBreathMediumIntensity1,[Respiration modérée],,,
SUBTITLE_FemaleBreathMediumIntensity10,[Respiration modérée],,,
SUBTITLE_FemaleBreathMediumIntensity2,[Respiration modérée],,,
SUBTITLE_FemaleBreathMediumIntensity3,[Respiration modérée],,,
SUBTITLE_FemaleBreathMediumIntensity4,[Respiration modérée],,,
SUBTITLE_FemaleBreathMediumIntensity5,[Respiration modérée],,,
SUBTITLE_FemaleBreathMediumIntensity6,[Respiration modérée],,,
SUBTITLE_FemaleBreathMediumIntensity7,[Respiration modérée],,,
SUBTITLE_FemaleBreathMediumIntensity8,[Respiration modérée],,,
SUBTITLE_FemaleBreathMediumIntensity9,[Respiration modérée],,,
SUBTITLE_FemaleBurnReaction1,Oh...chaud chaud chaud.,,,
SUBTITLE_FemaleBurnReaction2,Merde, ça brûle.,,,
SUBTITLE_FemaleBurnReaction3,Putain de merde... C'est brulant.,,,
SUBTITLE_FemaleBurnReaction4,Oh merde... Ça brûle...,,,
SUBTITLE_FemaleBurnReaction5,Grimper dans un feu... Pas une bonne idée ça.,,,
SUBTITLE_FemaleBurns1,Ça fait trop mal...,,,
SUBTITLE_FemaleBurns2,C'est comme si ça brulait encore...,,,
SUBTITLE_FemaleBurns3,Arggh cette douleur.,,,
SUBTITLE_FemaleCatchBreath1,[Halètement],,,
SUBTITLE_FemaleCatchBreath2,[Halètement],,,
SUBTITLE_FemaleCatchBreath3,[Halètement],,,
SUBTITLE_FemaleCatchBreath4,[Halètement],,,
SUBTITLE_FemaleCatchBreath5,[Halètement],,,
SUBTITLE_FemaleCombatAnimalGrappling1,Dégages fils de...,,,
SUBTITLE_FemaleCombatAnimalGrappling2,Tu vas mourir !!!!!,,,
SUBTITLE_FemaleCombatAnimalGrappling3,Je vais te tuer et te manger saloperie !!,,,
SUBTITLE_FemaleCombatAnimalGrappling4,Vire de là !!!,,,
SUBTITLE_FemaleCombatAnimalGrappling5,Ça va pas être facile pour toi !!,,,
SUBTITLE_FemaleCombatAnimalGrappling6,Tu vas devoir faire mieux que ça !!,,,
SUBTITLE_FemaleCombatAnimalGrappling7,[Grognements],,,
SUBTITLE_FemaleCombatAnimalGrappling8,[Grognements],,,
SUBTITLE_FemaleConditionDehydrated1,Ma langue est râpeuse.,,,
SUBTITLE_FemaleConditionDehydrated10,Je dois trouver un truc à boire.,,,
SUBTITLE_FemaleConditionDehydrated2,J'ai la bouche sèche.,,,
SUBTITLE_FemaleConditionDehydrated3,J'ai besoin d'eau.,,,
SUBTITLE_FemaleConditionDehydrated4,Besoin d'un verre.,,,
SUBTITLE_FemaleConditionDehydrated5,Besoin d'eau.,,,
SUBTITLE_FemaleConditionDehydrated6,Je dois trouver un truc à boire.,,,
SUBTITLE_FemaleConditionDehydrated7,J'ai tellement soif que j'arrive plus à penser.,,,
SUBTITLE_FemaleConditionDehydrated8,"Je besoin d'un truc à boire et vite.",,,
SUBTITLE_FemaleConditionDehydrated9,Je vais mourir si je bois pas quelque chose rapidement.,,,
SUBTITLE_FemaleConditionEncumberanceHigh1,Trop de choses à transporter.,,,
SUBTITLE_FemaleConditionEncumberanceHigh2,Je ne peux rien porter de plus.,,,
SUBTITLE_FemaleConditionEncumberanceHigh3,Je vais devoir laisser des trucs derrière moi.,,,
SUBTITLE_FemaleConditionEncumberanceLow1,Ce sac commence à devenir bien lourd.,,,
SUBTITLE_FemaleConditionEncumberanceLow2,Je suis pas sûr de pouvoir porter plus de choses.,,,
SUBTITLE_FemaleConditionEncumberanceLow3,J'aimerais bien laisser deux-trois trucs...,,,
SUBTITLE_FemaleConditionEncumberanceMedium1,Je ne vais pas être en mesure de porter ce fardeau beaucoup plus longtemps.,,,
SUBTITLE_FemaleConditionEncumberanceMedium2,Ce sac devient trop lourd à porter.,,,
SUBTITLE_FemaleConditionEncumberanceMedium3,Je peux à peine marcher avec tout ce fatras.,,,
SUBTITLE_FemaleConditionFair1,Je ne me sens pas bien.,,,
SUBTITLE_FemaleConditionFair2,Je ne suis pas sûr que je vais faire.,,,
SUBTITLE_FemaleConditionFair3,Les choses commencent à tourner au vinaigre.,,,
SUBTITLE_FemaleConditionFair4,Je ne suis pas prêt à mourir.,,,
SUBTITLE_FemaleConditionFair5,(Needs new line recorded),,,
SUBTITLE_FemaleConditionFatigue1,Si je me repose pas bientôt je vais m'évanouir.,,,
SUBTITLE_FemaleConditionFatigue2,Je crois que j'ai besoin de m'allonger.,,,
SUBTITLE_FemaleConditionFatigue3,J'ai besoin de trouver un endroit pour me reposer.,,,
SUBTITLE_FemaleConditionFatigue4,Je vais avoir besoin de me reposer bientôt.,,,
SUBTITLE_FemaleConditionFatigue5,Je suis fatigué.,,,
SUBTITLE_FemaleConditionFatigueHigh1,Je suis tellement fatigué que je pourrais tout simplement dormir ici.,,,
SUBTITLE_FemaleConditionFatigueHigh2,Je pourrais allonger et dormir un peu ici.,,,
SUBTITLE_FemaleConditionFatigueHigh3,J'ai juste besoin de fermer les yeux.,,,
SUBTITLE_FemaleConditionFatigueHigh4,Je dormirai bien ici si je pensais que je me réveillerais.,,,
SUBTITLE_FemaleConditionFatigueHigh5,Je suis si fatigué.,,,
SUBTITLE_FemaleConditionFatigueHigh6,"Je suis trop fatigué pour penser correctement.",,,
SUBTITLE_FemaleConditionFreezing1,Merde... Je suis gelé.,,,
SUBTITLE_FemaleConditionFreezing2,Putain de froid.,,,
SUBTITLE_FemaleConditionFreezing3,Fait... Froid.,,,
SUBTITLE_FemaleConditionFreezing4,Je n'est jamais eu aussi froid de ma vie,,,
SUBTITLE_FemaleConditionFreezing5,J'ai trop froid pour réfléchir.,,,
SUBTITLE_FemaleConditionFreezing6,Je vais mourir si je me réchauffe pas rapidement.,,,
SUBTITLE_FemaleConditionFreezing7,J'ai tellement froid... Veux juste dormir un peu...,,,
SUBTITLE_FemaleConditionFreezing8,Une seconde... J'ai tellement froid, faut que je me réchauffe.,,,
SUBTITLE_FemaleConditionPoor1,Je pense que ça pourrait être la fin.,,,
SUBTITLE_FemaleConditionPoor2,Je vais mourir ici.,,,
SUBTITLE_FemaleConditionPoor3,Les choses commencent à tourner au vinaigre.,,,
SUBTITLE_FemaleConditionPoor4,Je m'en sortirai pas cette fois...,,,
SUBTITLE_FemaleConditionPoor5,En fin de compte... Tout ça n'a pas vraiment d'importance ?,,,
SUBTITLE_FemaleConditionStarving1,Merde, je suis affamé.,,,
SUBTITLE_FemaleConditionStarving10,Où je peux trouver un truc à manger ?,,,
SUBTITLE_FemaleConditionStarving2,Je vais mourir si j'ai pas de nourriture rapidement.,,,
SUBTITLE_FemaleConditionStarving3,Je commence à faiblir.,,,
SUBTITLE_FemaleConditionStarving4,J'ai tellement faim.,,,
SUBTITLE_FemaleConditionStarving5,J'ai besoin de manger quelque chose.,,,
SUBTITLE_FemaleConditionStarving6,Mon estomac donne l'impression d'une fosse vide...,,,
SUBTITLE_FemaleConditionStarving7,Je dois manger.,,,
SUBTITLE_FemaleConditionStarving8,J'aurai jamais cru pouvoir mourir de faim.,,,
SUBTITLE_FemaleConditionStarving9,Je crois que mon estomac s'auto-digère.,,,
SUBTITLE_FemaleConditionVeryCold1,Mes doigts s'engourdissent.,,,
SUBTITLE_FemaleConditionVeryCold10,Bon dieu, il fait froid.,,,
SUBTITLE_FemaleConditionVeryCold2,Le froid me donne mal à la tête...,,,
SUBTITLE_FemaleConditionVeryCold3,J'ai besoin de trouver un endroit pour échapper à ce froid.,,,
SUBTITLE_FemaleConditionVeryCold4,Je sens plus mes pieds.,,,
SUBTITLE_FemaleConditionVeryCold5,Je sens plus mes mains.,,,
SUBTITLE_FemaleConditionVeryCold6,Voilà, je vais prendre froid...,,,
SUBTITLE_FemaleConditionVeryCold7,Je commence à m'engourdir.,,,
SUBTITLE_FemaleConditionVeryCold8,Je dois me réchauffer.,,,
SUBTITLE_FemaleConditionVeryCold9,"Ai-je dit que je déteste avoir froid, parce c'est plus vrai que jamais !",,,
SUBTITLE_FemaleConditionVeryHungry1,Je pourrais manger n'importe quoi.,,,
SUBTITLE_FemaleConditionVeryHungry10,"Arrgh, je meurt de faim.",,,
SUBTITLE_FemaleConditionVeryHungry2,Je n'ai jamais eu aussi faim de ma vie.,,,
SUBTITLE_FemaleConditionVeryHungry3,Ça se mange les arbres ?,,,
SUBTITLE_FemaleConditionVeryHungry4,Je n'arrive à penser à rien d'autre que de nourriture.,,,
SUBTITLE_FemaleConditionVeryHungry5,Je dois trouver de la nourriture,,,
SUBTITLE_FemaleConditionVeryHungry6,Je vais devoir manger rapidement.,,,
SUBTITLE_FemaleConditionVeryHungry7,Je pourrais manger n'importe quoi.,,,
SUBTITLE_FemaleConditionVeryHungry8,Je pourrais manger un cheval.,,,
